0.622788503,0.585034229,0.296208402,0.708146611
0.51360102,0.122351043,0.921548718,0.573316075
0.513299588,0.125503607,0.812383213,0.722600815
0.785293302,0.742851127,0.356439156,0.607369234
0.230298814,0.656799757,0.400197583,0.273165742
0.5314076,0.631946344,0.292846571,0.576578341
0.222744609,0.653238229,0.330543331,0.315542739
0.171480611,0.59317766,0.490930809,0.573316075
0.246335532,0.615173105,0.444153223,0.384219345
0.259313723,0.603934289,0.449123255,0.57046801
0.665841607,0.570488019,0.558073332,0.767552969
0.650858289,0.489897281,0.530486093,0.816892457
0.806654653,0.360911173,0.423331729,0.906212425
0.499707141,0.51067338,0.454024248,0.438141827
0.515815544,0.297569719,0.463435617,0.449713558
0.442579119,0.609984893,0.447869018,0.576578341
0.598173274,0.452370118,0.514878524,0.7857863
0.458276754,0.376727577,0.532166068,0.409358786
0.823525848,0.520841785,0.320584367,0.742976712
0.837321914,0.619018445,0.379934764,0.676315261
0.612757473,0.282355032,0.474308246,0.771156245
0.466779909,0.626792126,0.361745436,0.576578341
0.517667998,0.525052343,0.602891465,0.576578341
0.403838413,0.661463642,0.537312115,0.373200126
0.573218545,0.398690855,0.545400109,0.823731059
0.666355757,0.596987299,0.482318451,0.576578341
0.539919469,0.378045079,0.749301554,0.573316075
0.078256175,0.615565368,0.398076684,0.56595906
0.253874974,0.679722279,0.266113213,0.398990548
0.551805104,0.394519713,0.221177105,0.563225517
0.505442421,0.049051339,0.703480875,0.573158555
0.508241399,0.632618633,0.353133078,0.573316075
0.312546178,0.619396943,0.413419585,0.576578341
0.334952159,0.5153411,0.501589053,0.279400359
0.500719521,0.615139111,0.430644302,0.576578341
0.494057369,0.287372828,0.501182725,0.451700846
0.492261799,0.149561436,0.684888617,0.444123416
0.544315325,0.097474918,0.917802321,0.571346476
0.470950064,0.467202183,0.516711049,0.41254342
0.623823013,0.599449156,0.599134663,0.797698433
0.128445683,0.63435039,0.233549888,0.491722741
0.398715699,0.311949206,0.47839176,0.386247845
0.831062407,0.606293348,0.440221271,0.653479399
0.70369387,0.436791087,0.531491044,0.695450414
0.552724422,0.341563976,0.622911333,0.794370666
0.812790422,0.621352203,0.390187703,0.612779625
0.528397806,0.215900653,0.812029839,0.574186543
0.791604374,0.75449552,0.296770988,0.646516425
0.666701411,0.581504985,0.400292189,0.595635065
0.318943034,0.511593172,0.47842639,0.137700675
0.552282659,0.222122076,0.634868003,0.757168649
0.713061031,0.617380075,0.422031943,0.573316075
0.546898137,0.342577025,0.754167515,0.613755933
0.316487571,0.615763999,0.202981009,0.295992106
0.542592224,0.082628684,0.649155051,0.663296671
0.555045784,0.291688364,0.70716044,0.662795479
0.530781682,0.509589689,0.62872854,0.573316075
0.161757775,0.60099216,0.234732948,0.076240104
0.540577638,0.085963912,0.549928957,0.739573484
0.339841558,0.534359743,0.521815158,0.397521996
0.716275508,0.687313482,0.168792032,0.840395938
0.621133207,0.314127732,0.509376847,0.869904509
0.500518301,0.31749531,0.575215132,0.564511686
0.43079929,0.550722582,0.675109846,0.425396381
0.786040555,0.743247274,0.339214439,0.613893766
0.324481085,0.419353344,0.40577293,0.250387802
0.664296566,0.33937591,0.529895311,0.812586787
0.533639372,0.177207053,0.632999549,0.62491966
0.464467738,0.483779404,0.482261616,0.399494356
0.79403618,0.52760919,0.297345572,0.881844078
0.612794953,0.561004798,0.414307504,0.646885307
0.095714879,0.624102969,0.387582511,0.573316075
0.444968998,0.517259034,0.402946252,0.354165224
0.191779944,0.603002573,0.412363495,0.556766937
0.589819317,0.30571758,0.436916574,0.652548556
0.490485795,0.59317766,0.490930809,0.573316075
0.588290348,0.395338798,0.769009109,0.673363202
0.135513975,0.605084485,0.294865943,0.464196118
0.543532914,0.281561697,0.759800328,0.756772436
0.854441429,0.611526463,0.259361749,0.721986984
0.751851604,0.544499242,0.504869947,0.657934356
0.574554859,0.285393921,0.367098079,0.679786612
0.486902431,0.444627937,0.53898118,0.25289441
0.530625202,0.413452316,0.72346448,0.576578341
0.528385251,0.11695945,0.614533532,0.795387967
0.540514091,0.618500558,0.430644302,0.576578341
0.617036604,0.624102969,0.387582511,0.573316075
0.556529132,0.394961254,0.608068627,0.581859422
0.661496684,0.431632959,0.563652594,0.731365284
0.571634841,0.333533618,0.563863925,0.668973082
0.612076932,0.588567848,0.503724682,0.572854053
0.494154215,0.264989581,0.627610479,0.409117646
0.599980708,0.542266296,0.494403275,0.627271388
0.568561035,0.591195104,0.329096741,0.641535012
0.453345553,0.304704805,0.546420367,0.374909427
0.534890707,0.118151536,0.611584385,0.667316069
0.165098135,0.624102969,0.387582511,0.573316075
0.848673103,0.592293234,0.298879187,0.684470925
0.513851387,0.324037838,0.792363345,0.576578341
0.51773059,0.550599337,0.568442033,0.576578341
0.648965196,0.419436189,0.609992966,0.703396802
0.713314611,0.527101863,0.452290486,0.719917408
0.696214927,0.475588581,0.490884808,0.85120278
0.852393095,0.484017911,0.24160327,0.940380672
0.512794462,0.129401045,0.850788878,0.523803052
0.611591297,0.4951276,0.55274129,0.609935981
0.54227345,0.484078664,0.431221101,0.633720377
0.52368658,0.154043637,0.697748568,0.578356709
0.658341647,0.576481168,0.269100253,0.646486047
0.183507805,0.61267405,0.43925666,0.573316075
0.706017714,0.659007432,0.24365526,0.872361423
0.120640597,0.617731668,0.364806155,0.564041512
0.793719892,0.606539651,0.18526152,0.919996183
0.896173482,0.83109287,0.068548195,0.882999434
